text,label
"chlorothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure hepatic cirrhosis and corticosteroid and estrogen therapychlorothiazide has also been found useful in edema due to various forms of renal dysfunction such as nephrotic syndrome acute glomerulonephritis and chronic renal failurechlorothiazide is indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertensionroutine use of diuretics during normal pregnancy is inappropriate and exposes mother and fetus to unnecessary hazard diuretics do not prevent development of toxemia of pregnancy and there is no satisfactory evidence that they are useful in the treatment of toxemiaedema during pregnancy may arise from pathologic causes or from the physiologic and mechanical consequences of pregnancy thiazides are indicated in pregnancy when edema is due to pathologic causes just as they are in the absence of pregnancy see precautions pregnancy,",3
"fosinopril sodium tablets are indicated for the treatment of hypertension it may be used alone or in combination with thiazide diureticsfosinopril sodium tablets are indicated in the management of heart failure as adjunctive therapy when added to conventional therapy including diuretics with or without digitalis see dosage and administrationin using fosinopril sodium consideration should be given to the fact that another angiotensin converting enzyme inhibitor captopril has caused agranulocytosis particularly in patients with renal impairment or collagenvascular disease available data are insufficient to show that fosinopril sodium does not have a similar risk see warningsin considering use of fosinopril sodium it should be noted that in controlled trials ace inhibitors have an effect on blood pressure that is less in black patients than in non blacks in addition ace inhibitors for which adequate data are available cause a higher rate of angioedema in black than in nonblack patients see warnings head and neck angioedema and intestinal angioedema,",3
"methyclothiazide tablets are indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effect of other antihypertensive drugs in the more severe forms of hypertensionmethyclothiazide tablets are indicated as adjunctive therapy in edema associated with congestive heart failure hepatic cirrhosis and corticosteroid and estrogen therapymethyclothiazide tablets have also been found useful in edema due to various forms of renal dysfunction such as the nephrotic syndrome acute glomerulonephritis and chronic renal failurethe routine use of diuretics in an otherwise healthy pregnant woman is inappropriate and exposes mother and fetus to unnecessary hazard diuretics do not prevent development of toxemia of pregnancy and there is no satisfactory evidence that they are useful in the treatment of developed toxemiaedema during pregnancy may arise from pathological causes or from the physiological and mechanical consequences of pregnancy thiazides are indicated in pregnancy when edema is due to pathological causes just as they are in the absence of pregnancy see precautions pregnancy,",3
"n 11 supraventricular tachycardia or noncompensatory sinus tachycardia esmolol hydrochloride injection is indicated for the rapid control of ventricular rate in patients with atrial fibrillation or atrial flutter in perioperative postoperative or other emergent circumstances where short term control of ventricular rate with a shortacting agent is desirable esmolol hydrochloride injection is also indicated in noncompensatory sinus tachycardia where in the physician? judgment the rapid heart rate requires specific intervention esmolol hydrochloride injection is intended for shortterm use n 12 intraoperative and postoperative tachycardia and hypertension esmolol hydrochloride injection is indicated for the shortterm treatment of tachycardia and hypertension that occur during induction and tracheal intubation during surgery on emergence from anesthesia and in the postoperative period when in the physician? judgment such specific intervention is considered indicated none none esmolol hydrochloride injection is a beta adrenergic blocker indicated for the shortterm treatment of n control of ventricular rate in supraventricular tachycardia including atrial fibrillation and atrial flutter and control of heart rate in noncompensatory sinus tachycardiaxa011 control of perioperative tachycardia and hypertensionxa012,",3
"carvedilol is an alphabetaadrenergic blocking agent indicated for the treatment ofxa0 n mild to severe chronic heart failure n n n 11 left ventricular dysfunction following myocardial infarction in clinically stable patients n n n 12 hypertension n n n 13 carvedilol tablets are indicated for the treatment of mildtosevere chronic heart failure of ischemic or cardiomyopathic origin usually in addition to diuretics ace inhibitors and digitalis to increase survival and also to reduce the risk of hospitalization n n n seexa0 n drug interactions 74 and n clinical studies 141 none carvedilol tablets are indicated to reduce cardiovascular mortality in clinically stable patients who have survived the acute phase of a myocardial infarction and have a left ventricular ejection fraction of less than or equal to 40 with or without symptomatic heart failure n n n see n n n clinical studies 142 none carvedilol tablets are indicated for the management of essential hypertension n n n see n n n clinical studies 143 144 see n n n drug interactions 72,",3
"stable coronary artery diseaseperindopril erbumine tablets are indicated in patients with stable coronary artery disease to reduce the risk of cardiovascular mortality or nonfatal myocardial infarction perindopril erbumine tablets can be used with conventional treatment for management of coronary artery disease such as antiplatelet antihypertensive or lipidlowering therapy hypertension perindopril erbumine tablets are indicated for the treatment of patients with essential hypertension perindopril erbumine tablets may be used alone or given with other classes of antihypertensives especially thiazide diuretics when using perindopril erbumine tablets consideration should be given to the fact that another angiotensin converting enzyme inhibitor captopril has caused agranulocytosis particularly in patients with renal impairment or collagen vascular disease available data are insufficient to determine whether perindopril erbumine tablets has a similar potential see warningsin considering use of perindopril erbumine tablets it should be noted that in controlled trials ace inhibitors have an effect on blood pressure that is less in black patients than in nonblacks in addition it should be noted that black patients receiving ace inhibitor monotherapy have been reported to have a higher incidence of angioedema compared to nonblacks see warnings head and neck angioedema,",3
"ramipril capsules are indicated in patients 55 years or older at high risk of developing a major cardiovascular event because of a history of coronary artery disease stroke peripheral vascular disease or diabetes that is accompanied by at least one other cardiovascular risk factor hypertension elevated total cholesterol levels low hdl levels cigarette smoking or documented microalbuminuria to reduce the risk of myocardial infarction stroke or death from cardiovascular causes ramipril capsules can be used in addition to other needed treatment such as antihypertensive antiplatelet or lipidlowering therapy ramipril capsules are indicated for the treatment of hypertension it may be used alone or in combination with thiazide diuretics in using ramipril capsules consideration should be given to the fact that another angiotensin converting enzyme inhibitor captopril has caused agranulocytosis particularly in patients with renal impairment or collagenvascular disease available data are insufficient to show that ramipril capsules do not have a similar risk see warningsin considering use of ramipril capsules it should be noted that in controlled trials ace inhibitors have an effect on blood pressure that is less in black patients than in nonblacks in addition ace inhibitors for which adequate data are available cause a higher rate of angioedema in black than in nonblack patients see warnings angioedema,",3
"indapamide tablets are indicated for the treatment of hypertension alone or in combination with other antihypertensive drugsindapamide tablets are also indicated for the treatment of salt and fluid retention associated with congestive heart failurethe routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard see below precautionsdiuretics do not prevent development of toxemia of pregnancy and there is no satisfactory evidence that they are useful in the treatment of developed toxemiaedema during pregnancy may arise from pathological causes or from the physiologic and mechanical consequences of pregnancy indapamide is indicated in pregnancy when edema is due to pathologic causes just as it is in the absence of pregnancy however see below dependent edema in pregnancy resulting from restriction of venous return by the expanded uterus is properly treated through elevation of the lower extremities and use of support hose use of diuretics to lower intravascular volume in this case is illogical and unnecessary there is hypervolemia during normal pregnancy which is not harmful to either the fetus or the mother in the absence of cardiovascular disease but which is associated with edema including generalized edema in the majority of pregnant women if this edema produces discomfort increased recumbency will often provide relief in rare instances this edema may cause extreme discomfort which is not relieved by rest in these cases a short course of diuretics may provide relief and may be appropriate precautions,",3
"none enalapril maleate is indicated for the treatment of hypertension none enalapril maleate is effective alone or in combination with other antihypertensive agents especially thiazidetype diuretics the blood pressure lowering effects of enalapril maleate and thiazides are approximately additive enalapril maleate is indicated for the treatment of symptomatic congestive heart failure usually in combination with diuretics and digitalis in these patients enalapril maleate improves symptoms increases survival and decreases the frequency of hospitalization see clinical pharmacology n heart failure mortality trials for details and limitations of survival trials in clinically stable asymptomatic patients with left ventricular dysfunction ejection fraction 35 percent enalapril maleate decreases the rate of development of overt heart failure and decreases the incidence of hospitalization for heart failure see clinical pharmacology n heart failure mortality trials for details and limitations of survival trials none none in using enalapril maleate consideration should be given to the fact that another angiotensin converting enzyme inhibitor captopril has caused agranulocytosis particularly in patients with renal impairment or collagen vascular disease and that available data are insufficient to show that enalapril maleate does not have a similar risk see warnings none none in considering use of enalapril maleate it should be noted that in controlled clinical trials ace inhibitors have an effect on blood pressure that is less in black patients than in nonblacks in addition it should be noted that black patients receiving ace inhibitors have been reported to have a higher incidence of angioedema compared to nonblacks see warnings n head and neck angioedema,",3
"hydrochlorothiazide tablets are indicated as adjunctive therapy in edema associated with congestive heart failure hepatic cirrhosis and corticosteroid and estrogen therapy hydrochlorothiazide tablets have also been found useful in edema due to various forms of renal dysfunction such as nephrotic syndrome acute glomerulonephritis and chronic renal failurehydrochlorothiazide tablets are indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effectiveness of other antihypertensive drugs in the more severe forms of hypertensionuse in pregnancyroutine use of diuretics during normal pregnancy is inappropriate and exposes mother and fetus to unnecessary hazard diuretics do not prevent development of toxemia of pregnancy and there is no satisfactory evidence that they are useful in the treatment of toxemiaedema during pregnancy may arise from pathologic causes or from the physiologic and mechanical consequences of pregnancy thiazides are indicated in pregnancy when edema is due to pathologic causes just as they are in the absence of pregnancy see precautions pregnancy dependent edema in pregnancy resulting from restriction of venous return by the gravid uterus is properly treated through elevation of the lower extremities and use of support stockings use of diuretics to lower intravascular volume in this instance is illogical and unnecessary during normal pregnancy there is hypervolemia which is not harmful to the fetus or the mother in the absence of cardiovascular disease however it may be associated with edema rarely generalized edema if such edema causes discomfort increased recumbency will often provide relief rarely this edema may cause extreme discomfort which is not relieved by rest in these instances a short course of diuretic therapy may provide relief and be appropriate,",3
"innopran xlcontrol of high blood pressure should be part of comprehensive cardiovascular risk management including as appropriate lipid control diabetes management antithrombotic therapy smoking cessation exercise and limited sodium intake many patients will require more than one drug to achieve blood pressure goals for specific advice on goals and management see published guidelines such as those of the national high blood pressure education program? joint national committee on prevention detection evaluation and treatment of high blood pressure jncnumerous antihypertensive drugs from a variety of pharmacologic classes and with different mechanisms of action have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality and it can be concluded that it is blood pressure reduction and not some other pharmacologic property of the drugs that is largely responsible for those benefits the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke but reductions in myocardial infarction and cardiovascular mortality also have been seen regularlyelevated systolic or diastolic pressure causes increased cardiovascular risk and the absolute risk increase per mmhg is greater at higher blood pressures so that even modest reductions of severe hypertension can provide substantial benefit relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk so the absolute benefit is greater in patients who are at higher risk independent of their hypertension for example patients with diabetes or hyperlipidemia and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goalsome antihypertensive drugs have smaller blood pressure effects as monotherapy in black patients and many antihypertensive drugs have additional approved indications and effects eg on angina heart failure or diabetic kidney disease these considerations may guide selection of therapyinnopran xl is a beta adrenergic blocker indicated for the treatment of hypertension to lower blood pressure lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events primarily strokes and myocardial infarctions 1limitation of use innopran xl is not indicated for the treatment of hypertensive emergencies 1,",3
"felodipine extendedrelease tablets usp are indicated for the treatment of hypertension to lower blood pressure lowering blood pressure lowers the risk of fatal and nonfatal cardiovascular events primarily strokes and myocardial infarctions these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including felodipinecontrol of high blood pressure should be part of comprehensive cardiovascular risk management including as appropriate lipid control diabetes management antithrombotic therapy smoking cessation exercise and limited sodium intake many patients will require more than 1 drug to achieve blood pressure goals for specific advice on goals and management see published guidelines such as those of the national high blood pressure education program?  joint national committee on prevention detection evaluation and treatment of high blood pressure jncnumerous antihypertensive drugs from a variety of pharmacologic classes and with different mechanisms of action have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality and it can be concluded that it is blood pressure reduction and not some other pharmacologic property of the drugs that is largely responsible for those benefits the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke but reductions in myocardial infarction and cardiovascular mortality also have been seen regularlyelevated systolic or diastolic pressure causes increased cardiovascular risk and the absolute risk increase per mmhg is greater at higher blood pressures so that even modest reductions of severe hypertension can provide substantial benefit relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk so the absolute benefit is greater in patients who are at higher risk independent of their hypertension for example patients with diabetes or hyperlipidemia and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goalsome antihypertensive drugs have smaller blood pressure effects as monotherapy in black patients and many antihypertensive drugs have additional approved indications and effects eg on angina heart failure or diabetic kidney disease these considerations may guide selection of therapyfelodipine extendedrelease tablets usp may be administered with other antihypertensive agents,",3
"prazosin hydrochloride capsules usp is indicated for the treatment of hypertension to lower blood pressure lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events primarily strokes and myocardial infarctions these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including this drug none control of high blood pressure should be part of comprehensive cardiovascular risk management including as appropriate lipid control diabetes management antithrombotic therapy smoking cessation exercise and limited sodium intake many patients will require more than one drug to achieve blood pressure goals for specific advice on goals and management see published guidelines such as those of the national high blood pressure education programs joint national committee on prevention detection evaluation and treatment of high blood pressure jnc none numerous antihypertensive drugs from a variety of pharmacologic classes and with different mechanisms of action have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality and it can be concluded that it is blood pressure reduction and not some other pharmacologic property of the drugs that is largely responsible for those benefits the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke but reductions in myocardial infarction and cardiovascular mortality also have been seen regularly none elevated systolic or diastolic pressure causes increased cardiovascular risk and the absolute risk increase per mmhg is greater at higher blood pressures so that even modest reductions of severe hypertension can provide substantial benefit relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk so the absolute benefit is greater in patients who are at higher risk independent of their hypertension for example patients with diabetes or hyperlipidemia and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goal none some antihypertensive drugs have smaller blood pressure effects as monotherapy in black patients and many antihypertensive drugs have additional approved indications and effects eg on angina heart failure or diabetic kidney disease these considerations may guide selection of therapy none prazosin hydrochloride capsules usp can be used alone or in combination with other antihypertensive drugs such as diuretics or betaadrenergic blocking agents,",3
"nadolol tablets usp are indicated for the longterm management of patients with angina pectorisnadolol tablets usp are indicated for the treatment of hypertension to lower blood pressure lowering blood pressure reduces the risk of fatal and nonfatal cardiovascular events primarily strokes and myocardial infarctions these benefits have been seen in controlled trials of antihypertensive drugs from a wide variety of pharmacologic classes including the class to which this drug principally belongs there are no controlled trials demonstrating risk reduction with nadolol tablets uspcontrol of high blood pressure should be part of comprehensive cardiovascular risk management including as appropriate lipid control diabetes management antithrombotic therapy smoking cessation exercise and limited sodium intake many patients will require more than one drug to achieve blood pressure goals for specific advice on goals and management see published guidelines such as those of the national high blood pressure education programs joint national committee on prevention detection evaluation and treatment of high blood pressure jncnumerous antihypertensive drugs from a variety of pharmacologic classes and with different mechanisms of action have been shown in randomized controlled trials to reduce cardiovascular morbidity and mortality and it can be concluded that it is blood pressure reduction and not some other pharmacologic property of the drugs that is largely responsible for those benefits the largest and most consistent cardiovascular outcome benefit has been a reduction in the risk of stroke but reductions in myocardial infarction and cardiovascular mortality also have been seen regularlyelevated systolic or diastolic pressure causes increased cardiovascular risk and the absolute risk increase per mmhg is greater at higher blood pressures so that even modest reductions of severe hypertension can provide substantial benefit relative risk reduction from blood pressure reduction is similar across populations with varying absolute risk so the absolute benefit is greater in patients who are at higher risk independent of their hypertension for example patients with diabetes or hyperlipidemia and such patients would be expected to benefit from more aggressive treatment to a lower blood pressure goalsome antihypertensive drugs have smaller blood pressure effects as monotherapy in black patients and many antihypertensive drugs have additional approved indications and effects eg on angina heart failure or diabetic kidney disease these considerations may guide selection of therapynadolol tablets usp may be used alone or in combination with other antihypertensive agents especially thiazidetype diuretics,",3
"for the management of moderately severe to severe essential hypertension and in uncomplicated cases of malignant hypertension,",3
"fenoldopam injection is a dopaminergic agonist indicated 11 12fenoldopam is indicated for inhospital shortterm up to 48 hours management of severe hypertension when rapid but quickly reversible emergency reduction of blood pressure is clinically indicated including malignant hypertension with deteriorating endorgan function transition to oral therapy with another agent can begin at any time after blood pressure is stable during fenoldopam infusionfenoldopam is indicated for inhospital shortterm up to 4 hours reduction in blood pressure see????clinical pharmacology 122,",3
"diphenhydramine hydrochloride in the injectable form is effective in adults and pedixadatric patients other than premature infants and neonates for the following conditions when diphenhydramine hydrochloride in the oral form is impractical n n antihistaminic n n none for amelioration of allergic reactions to bloodxa0 or plasma in anaphylaxis as an adjunct toxa0 epinephrine and other standard measures after the acute symptoms have been controlled and for xa0other xa0uncomplicated allergic conditionsxa0 of the immediate type when oral therapy is impossible or contraindicated n n motion sickness for active treatment of motion sickness n n antiparkinsonism for use in parkinsonism when oral therapy is impossible or contraindicated as followsxa0 parkinsonism in the elderly who are unable to tolerate more potent agents mild xa0cases ofxa0 parkinsonism in other age groups and in otherxa0 cases of parkinsonism in combination withxa0 centrally acting anticholinergic agents none,",3
"olsalazine is indicated for the maintenance of remission of ulcerative colitis in patients who are intolerant of sulfasalazine,",3
"mesalamine delayedrelease capsulesxa0is an aminosalicylate indicated for n treatment of mildly to moderately active ulcerative colitis in patientsxa05 years of age and older 11 none maintenance of remission of ulcerative colitis in adults 12 mesalamine delayedrelease capsulesxa0is indicated for the treatment of mildly to moderately active ulcerative colitis in patients 5 years of age and older mesalamine delayedrelease capsulesxa0is indicated for the maintenance of remission of ulcerative colitis in adults,",3
"balsalazide disodium capsules are indicated for the treatment of mildly to moderately active ulcerative colitis in patients 5 years of age and older safety and effectiveness of balsalazide beyond 8 weeks in children ages 5 to 17 years and 12 weeks in adults have not been established balsalazide is a locally acting aminosalicylate indicated for the treatment of mildly to moderately active ulcerative colitis in patients 5 years of age and older 1safety and effectiveness of balsalazide beyond 8 weeks in children ages 5 to 17 years and 12 weeks in adults have not been established 1,",3
"sulfasalazine delayed release tablets are indicated a b c d1sulfasalazine delayed release tablets are particularly indicated in patients with ulcerative colitis who cannot take uncoated sulfasalazine tablets because of gastrointestinal intolerance and in whom there is evidence that this intolerance is not primarily the result of high blood levels of sulfapyridine and its metabolites eg patients experiencing nausea and vomiting with the first few doses of the drug or patients in whom a reduction in dosage does not alleviate the adverse gastrointestinal effectsin patients with rheumatoid arthritis or juvenile rheumatoid arthritis rest and physiotherapy as indicated should be continued unlike antiinflammatory drugs sulfasalazine delayed release tablets do not produce an immediate response concurrent treatment with analgesics andor nonsteroidal antiinflammatory drugs is recommended at least until the effect of sulfasalazine delayed release tablets is apparent,",3
"simponi is a tumor necrosis factor tnf blocker indicated for the treatment of adult patients with moderately to severely active rheumatoid arthritis ra in combination with methotrexate 11active psoriatic arthritis psa alone or in combination with methotrexate 12active ankylosing spondylitis as 13moderate to severe ulcerative colitis uc with an inadequate response or intolerant to prior treatment or requiring continuous steroid therapy 14 inducing and maintaining clinical responseimproving endoscopic appearance of the mucosa during inductioninducing clinical remissionachieving and sustaining clinical remission in induction responderssimponi in combination with methotrexate is indicated for the treatment of adult patients with moderately to severely active rheumatoid arthritissimponi alone or in combination with methotrexate is indicated for the treatment of adult patients with active psoriatic arthritissimponi is indicated for the treatment of adult patients with active ankylosing spondylitis simponi is indicated in adult patients with moderately to severely active ulcerative colitis who have demonstrated corticosteroid dependence or who have had an inadequate response to or failed to tolerate oral aminosalicylates oral corticosteroids azathioprine or 6mercaptopurine for inducing and maintaining clinical response improving endoscopic appearance of the mucosa during induction inducing clinical remission achieving and sustaining clinical remission in induction responders see clinical studies 144,",3
"entyvio is an integrin receptor antagonist indicated for adult ulcerative colitis uc 11 adult patients with moderately to severely active uc who have had an inadequate response with lost response to or were intolerant to a tumor necrosis factor tnf blocker or immunomodulator or had an inadequate response with were intolerant to or demonstrated dependence on corticosteroids inducing and maintaining clinical responseinducing and maintaining clinical remissionimproving endoscopic appearance of the mucosaachieving corticosteroidfree remission adult crohns disease cd 12 adult patients with moderately to severely active cd who have had an inadequate response with lost response to or were intolerant to a tnf blocker or immunomodulator or had an inadequate response with were intolerant to or demonstrated dependence on corticosteroids achieving clinical responseachieving clinical remissionachieving corticosteroidfree remissionentyvio vedolizumab is indicated for inducing and maintaining clinical responseinducing and maintaining clinical remissionimproving the endoscopic appearance of the mucosa andachieving corticosteroidfree remissionin adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with lost response to or were intolerant to a tumor necrosis factor tnf blocker or immunomodulator or had an inadequate response with were intolerant to or demonstrated dependence on corticosteroidsentyvio vedolizumab is indicated for achieving clinical response achieving clinical remission andachieving corticosteroidfree remissionin adult patients with moderately to severely active crohns disease who have had an inadequate response with lost response to or were intolerant to a tumor necrosis factor tnf blocker or immunomodulator or had an inadequate response with were intolerant to or demonstrated dependence on corticosteroids,",3
"imraldi is a tumor necrosis factor tnf blocker indicated for treatment of rheumatoid arthritis ra 11 juvenile idiopathic arthritis jia 12 psoriatic arthritis psa 13 ankylosing spondylitis as 14 adult crohns disease cd 15 ulcerative colitis uc 16 plaque psoriasis ps 17imraldi is indicated for reducing signs and symptoms inducing major clinical response inhibiting the progression of structural damage and improving physical function in adult patients with moderately to severely active rheumatoid arthritis imraldi can be used alone or in combination with methotrexate or other nonbiologic diseasemodifying antirheumatic drugs dmardsimraldi is indicated for reducing signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis in patients from 4 to 17 years of age and lbs imraldi can be used alone or in combination with methotrexateimraldi is indicated for reducing signs and symptoms inhibiting the progression of structural damage and improving physical function in adult patients with active psoriatic arthritis imraldi can be used alone or in combination with nonbiologic dmardsimraldi is indicated for reducing signs and symptoms in adult patients with active ankylosing spondylitisimraldi is indicated for reducing signs and symptoms and inducing and maintaining clinical remission in adult patients with moderately to severely active crohns disease who have had an inadequate response to conventional therapy imraldi is indicated for reducing signs and symptoms and inducing clinical remission in these patients if they have also lost response to or are intolerant to infliximabimraldi is indicated for inducing and sustaining clinical remission in adult patients with moderately to severely active ulcerative colitis who have had an inadequate response to immunosuppressants such as corticosteroids azathioprine or 6mercaptopurine 6mp the effectiveness of adalimumab has not been established in patients who have lost response to or were intolerant to tnf blockers see clinical studies 147imraldi is indicated for the treatment of adult patients with moderate to severe chronic plaque psoriasis who are candidates for systemic therapy or phototherapy and when other systemic therapies are medically less appropriate imraldi should only be administered to patients who will be closely monitored and have regular followup visits with a physician see boxed warning5,",3
"loteprednol etabonate is indicated for the treatment of steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva cornea and anterior segment of the globe such as allergic conjunctivitis acne rosacea superficial punctate keratitis herpes zoster keratitis iritis cyclitis selected infective conjunctivitides when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation loteprednol etabonate is less effective than prednisolone acetate 1 in two 28day controlled clinical studies in acute anterior uveitis where 72 of patients treated with loteprednol etabonate experienced resolution of anterior chamber cells compared to 87 of patients treated with prednisolone acetate 1 the incidence of patients with clinically significant increases in iop ? 10 mmhg was 1 with loteprednol etabonate and 6 with prednisolone acetate 1 loteprednol etabonate should not be used in patients who require a more potent corticosteroid for this indicationloteprednol etabonate is also indicated for the treatment of postoperative inflammation following ocular surgery,",3
