text,label
esomeprazole magnesium delayedrelease capsule usp is a proton pump inhibitor indicated for the following treatment of gastroesophageal reflux disease gerd 11risk reduction of nsaidassociated gastric ulcer 12 h pylori13 pathological hypersecretory conditions including zollingerellison syndrome 14 healing of erosive esophagitis esomeprazole magnesium delayedrelease capsules are indicated for the shortterm treatment 4 to 8 weeks in the healing and symptomatic resolution of diagnostically confirmed erosive esophagitis for those patients who have not healed after 4 to 8 weeks of treatment an additional 4 to 8 week course of esomeprazole magnesium delayedrelease capsules may be considered in infants 1 month to less than 1 year esomeprazole magnesium delayedrelease capsules are indicated for shortterm treatment up to 6 weeks of erosive esophagitis due to acidmediated gerd maintenance of healing of erosive esophagitis esomeprazole magnesium delayedrelease capsules are indicated to maintain symptom resolution and healing of erosive esophagitis controlled studies do not extend beyond 6 months symptomatic gastroesophageal reflux disease esomeprazole magnesium delayedrelease capsules are indicated for shortterm treatment 4 to 8 weeks of heartburn and other symptoms associated with gerd in adults and children 1 year or older esomeprazole magnesium delayedrelease capsules are indicated for the reduction in the occurrence of gastric ulcers associated with continuous nsaid therapy in patients at risk for developing gastric ulcers patients are considered to be at risk due to their age 60 andor documented history of gastric ulcers controlled studies do not extend beyond 6 months triple therapy esomeprazole magnesium delayedrelease capsules plus amoxicillin and clarithromycin esomeprazole magnesium delayedrelease capsules in combination with amoxicillin and clarithromycin are indicated for the treatment of patients with h pylori h pylorih pyloridosage and administration 2clinical studies 14in patients who fail therapy susceptibility testing should be done if resistance to clarithromycin is demonstrated or susceptibility testing is not possible alternative antimicrobial therapy should be instituted see clinical pharmacology 124esomeprazole magnesium delayedrelease capsule usp is indicated for the longterm treatment of pathological hypersecretory conditions including zollingerellison syndrome,3
esomeprazole magnesium delayedrelease capsule usp is a proton pump inhibitor indicated for the following treatment of gastroesophageal reflux disease gerd 11risk reduction of nsaidassociated gastric ulcer 12 h pylori13 pathological hypersecretory conditions including zollingerellison syndrome 14 healing of erosive esophagitis esomeprazole magnesium delayedrelease capsules are indicated for the shortterm treatment 4 to 8 weeks in the healing and symptomatic resolution of diagnostically confirmed erosive esophagitis for those patients who have not healed after 4 to 8 weeks of treatment an additional 4 to 8 week course of esomeprazole magnesium delayedrelease capsules may be considered in infants 1 month to less than 1 year esomeprazole magnesium delayedrelease capsules are indicated for shortterm treatment up to 6 weeks of erosive esophagitis due to acidmediated gerd maintenance of healing of erosive esophagitis esomeprazole magnesium delayedrelease capsules are indicated to maintain symptom resolution and healing of erosive esophagitis controlled studies do not extend beyond 6 months symptomatic gastroesophageal reflux disease esomeprazole magnesium delayedrelease capsules are indicated for shortterm treatment 4 to 8 weeks of heartburn and other symptoms associated with gerd in adults and children 1 year or older esomeprazole magnesium delayedrelease capsules are indicated for the reduction in the occurrence of gastric ulcers associated with continuous nsaid therapy in patients at risk for developing gastric ulcers patients are considered to be at risk due to their age 60 andor documented history of gastric ulcers controlled studies do not extend beyond 6 months triple therapy esomeprazole magnesium delayedrelease capsules plus amoxicillin and clarithromycin esomeprazole magnesium delayedrelease capsules in combination with amoxicillin and clarithromycin are indicated for the treatment of patients with h pylori h pylorih pyloridosage and administration 2clinical studies 14in patients who fail therapy susceptibility testing should be done if resistance to clarithromycin is demonstrated or susceptibility testing is not possible alternative antimicrobial therapy should be instituted see clinical pharmacology 124esomeprazole magnesium delayedrelease capsule usp is indicated for the longterm treatment of pathological hypersecretory conditions including zollingerellison syndrome,3
ranitidine tablets usp are indicated in 1 shortterm treatment of active duodenal ulcer most patients heal within 4 weeks studies available to date have not assessed the safety of ranitidine in uncomplicated duodenal ulcer for periods of more than 8 weeks 2maintenance therapy for duodenal ulcer patients at reduced dosage after healing of acute ulcers no placebocontrolled comparative studies have been carried out for periods of longer than 1 year 3 the treatment of pathological hypersecretory conditions eg zollingerellison syndrome and systemic mastocytosis 4 shortterm treatment of active benign gastric ulcer most patients heal within 6 weeks and the usefulness of further treatment has not been demonstrated studies available to date have not assessed the safety of ranitidine in uncomplicated benign gastric ulcer for periods of more than 6 weeks 5 maintenance therapy for gastric ulcer patients at reduced dosage after healing of acute ulcers placebocontrolled studies have been carried out for 1 year 6treatment of gerd symptomatic relief commonly occurs within 24 hours after starting therapy with ranitidine tablets usp 150 mg twice daily 7treatment of endoscopically diagnosed erosive esophagitis symptomatic relief of heartburn commonly occurs within 24 hours of therapy initiation with ranitidine tablets usp 150 mg 4 times daily 8 maintenance of healing of erosive esophagitis placebocontrolled trials have been carried out for 48 weeksconcomitant antacids should be given as needed for pain relief to patients with active duodenal ulcer active benign gastric ulcer hypersecretory states gerd and erosive esophagitis,3
ranitidine tablets usp are indicated in 1 shortterm treatment of active duodenal ulcer most patients heal within 4 weeks studies available to date have not assessed the safety of ranitidine in uncomplicated duodenal ulcer for periods of more than 8 weeks 2maintenance therapy for duodenal ulcer patients at reduced dosage after healing of acute ulcers no placebocontrolled comparative studies have been carried out for periods of longer than 1 year 3 the treatment of pathological hypersecretory conditions eg zollingerellison syndrome and systemic mastocytosis 4 shortterm treatment of active benign gastric ulcer most patients heal within 6 weeks and the usefulness of further treatment has not been demonstrated studies available to date have not assessed the safety of ranitidine in uncomplicated benign gastric ulcer for periods of more than 6 weeks 5 maintenance therapy for gastric ulcer patients at reduced dosage after healing of acute ulcers placebocontrolled studies have been carried out for 1 year 6treatment of gerd symptomatic relief commonly occurs within 24 hours after starting therapy with ranitidine tablets usp 150 mg twice daily 7treatment of endoscopically diagnosed erosive esophagitis symptomatic relief of heartburn commonly occurs within 24 hours of therapy initiation with ranitidine tablets usp 150 mg 4 times daily 8 maintenance of healing of erosive esophagitis placebocontrolled trials have been carried out for 48 weeksconcomitant antacids should be given as needed for pain relief to patients with active duodenal ulcer active benign gastric ulcer hypersecretory states gerd and erosive esophagitis,3
ranitidine tablets usp are indicated in 1 shortterm treatment of active duodenal ulcer most patients heal within 4 weeks studies available to date have not assessed the safety of ranitidine in uncomplicated duodenal ulcer for periods of more than 8 weeks 2maintenance therapy for duodenal ulcer patients at reduced dosage after healing of acute ulcers no placebocontrolled comparative studies have been carried out for periods of longer than 1 year 3 the treatment of pathological hypersecretory conditions eg zollingerellison syndrome and systemic mastocytosis 4 shortterm treatment of active benign gastric ulcer most patients heal within 6 weeks and the usefulness of further treatment has not been demonstrated studies available to date have not assessed the safety of ranitidine in uncomplicated benign gastric ulcer for periods of more than 6 weeks 5 maintenance therapy for gastric ulcer patients at reduced dosage after healing of acute ulcers placebocontrolled studies have been carried out for 1 year 6treatment of gerd symptomatic relief commonly occurs within 24 hours after starting therapy with ranitidine tablets usp 150 mg twice daily 7treatment of endoscopically diagnosed erosive esophagitis symptomatic relief of heartburn commonly occurs within 24 hours of therapy initiation with ranitidine tablets usp 150 mg 4 times daily 8 maintenance of healing of erosive esophagitis placebocontrolled trials have been carried out for 48 weeksconcomitant antacids should be given as needed for pain relief to patients with active duodenal ulcer active benign gastric ulcer hypersecretory states gerd and erosive esophagitis,3
ranitidine tablets usp are indicated in 1 shortterm treatment of active duodenal ulcer most patients heal within 4 weeks studies available to date have not assessed the safety of ranitidine in uncomplicated duodenal ulcer for periods of more than 8 weeks 2maintenance therapy for duodenal ulcer patients at reduced dosage after healing of acute ulcers no placebocontrolled comparative studies have been carried out for periods of longer than 1 year 3 the treatment of pathological hypersecretory conditions eg zollingerellison syndrome and systemic mastocytosis 4 shortterm treatment of active benign gastric ulcer most patients heal within 6 weeks and the usefulness of further treatment has not been demonstrated studies available to date have not assessed the safety of ranitidine in uncomplicated benign gastric ulcer for periods of more than 6 weeks 5 maintenance therapy for gastric ulcer patients at reduced dosage after healing of acute ulcers placebocontrolled studies have been carried out for 1 year 6treatment of gerd symptomatic relief commonly occurs within 24 hours after starting therapy with ranitidine tablets usp 150 mg twice daily 7treatment of endoscopically diagnosed erosive esophagitis symptomatic relief of heartburn commonly occurs within 24 hours of therapy initiation with ranitidine tablets usp 150 mg 4 times daily 8 maintenance of healing of erosive esophagitis placebocontrolled trials have been carried out for 48 weeksconcomitant antacids should be given as needed for pain relief to patients with active duodenal ulcer active benign gastric ulcer hypersecretory states gerd and erosive esophagitis,3
ranitidine tablets usp are indicated in 1 shortterm treatment of active duodenal ulcer most patients heal within 4 weeks studies available to date have not assessed the safety of ranitidine in uncomplicated duodenal ulcer for periods of more than 8 weeks 2maintenance therapy for duodenal ulcer patients at reduced dosage after healing of acute ulcers no placebocontrolled comparative studies have been carried out for periods of longer than 1 year 3 the treatment of pathological hypersecretory conditions eg zollingerellison syndrome and systemic mastocytosis 4 shortterm treatment of active benign gastric ulcer most patients heal within 6 weeks and the usefulness of further treatment has not been demonstrated studies available to date have not assessed the safety of ranitidine in uncomplicated benign gastric ulcer for periods of more than 6 weeks 5 maintenance therapy for gastric ulcer patients at reduced dosage after healing of acute ulcers placebocontrolled studies have been carried out for 1 year 6treatment of gerd symptomatic relief commonly occurs within 24 hours after starting therapy with ranitidine tablets usp 150 mg twice daily 7treatment of endoscopically diagnosed erosive esophagitis symptomatic relief of heartburn commonly occurs within 24 hours of therapy initiation with ranitidine tablets usp 150 mg 4 times daily 8 maintenance of healing of erosive esophagitis placebocontrolled trials have been carried out for 48 weeksconcomitant antacids should be given as needed for pain relief to patients with active duodenal ulcer active benign gastric ulcer hypersecretory states gerd and erosive esophagitis,3
famotidine is indicated in most adult patients heal within 4 weeks there is rarely reason to use famotidine at full dosage for longer than 6 to 8 weeks studies have not assessed the safety of famotidine in uncomplicated active duodenal ulcer for periods of more than eight weeks short term treatment of active duodenal ulcercontrolled studies in adults have not extended beyond one year maintenance therapy for duodenal ulcer patients at reduced dosage after healing of an active ulcermost adult patients heal within 6 weeks studies have not assessed the safety or efficacy of famotidine in uncomplicated active benign gastric ulcer for periods of more than 8 weeks short term treatment of active benign gastric ulcerfamotidine is indicated for short term treatment of patients with symptoms of gerd see famotidine is also indicated for the short term treatment of esophagitis due to gerd including erosive or ulcerative disease diagnosed by endoscopy see short term treatment of gastroesophageal reflux disease gerdclinical pharmacology in adults clinical studiesclinical pharmacology in adults clinical studiestreatment of pathological hypersecretory conditions eg zollingerellison syndrome multiple endocrine adenomas see clinical pharmacology in adults clinical studies,3
famotidine is indicated in most adult patients heal within 4 weeks there is rarely reason to use famotidine at full dosage for longer than 6 to 8 weeks studies have not assessed the safety of famotidine in uncomplicated active duodenal ulcer for periods of more than eight weeks short term treatment of active duodenal ulcercontrolled studies in adults have not extended beyond one year maintenance therapy for duodenal ulcer patients at reduced dosage after healing of an active ulcermost adult patients heal within 6 weeks studies have not assessed the safety or efficacy of famotidine in uncomplicated active benign gastric ulcer for periods of more than 8 weeks short term treatment of active benign gastric ulcerfamotidine is indicated for short term treatment of patients with symptoms of gerd see famotidine is also indicated for the short term treatment of esophagitis due to gerd including erosive or ulcerative disease diagnosed by endoscopy see short term treatment of gastroesophageal reflux disease gerdclinical pharmacology in adults clinical studiesclinical pharmacology in adults clinical studiestreatment of pathological hypersecretory conditions eg zollingerellison syndrome multiple endocrine adenomas see clinical pharmacology in adults clinical studies,3
famotidine is indicated in most adult patients heal within 4 weeks there is rarely reason to use famotidine at full dosage for longer than 6 to 8 weeks studies have not assessed the safety of famotidine in uncomplicated active duodenal ulcer for periods of more than eight weeks short term treatment of active duodenal ulcercontrolled studies in adults have not extended beyond one year maintenance therapy for duodenal ulcer patients at reduced dosage after healing of an active ulcermost adult patients heal within 6 weeks studies have not assessed the safety or efficacy of famotidine in uncomplicated active benign gastric ulcer for periods of more than 8 weeks short term treatment of active benign gastric ulcerfamotidine is indicated for short term treatment of patients with symptoms of gerd see famotidine is also indicated for the short term treatment of esophagitis due to gerd including erosive or ulcerative disease diagnosed by endoscopy see short term treatment of gastroesophageal reflux disease gerdclinical pharmacology in adults clinical studiesclinical pharmacology in adults clinical studiestreatment of pathological hypersecretory conditions eg zollingerellison syndrome multiple endocrine adenomas see clinical pharmacology in adults clinical studies,3
famotidine is indicated in most adult patients heal within 4 weeks there is rarely reason to use famotidine at full dosage for longer than 6 to 8 weeks studies have not assessed the safety of famotidine in uncomplicated active duodenal ulcer for periods of more than eight weeks short term treatment of active duodenal ulcercontrolled studies in adults have not extended beyond one year maintenance therapy for duodenal ulcer patients at reduced dosage after healing of an active ulcermost adult patients heal within 6 weeks studies have not assessed the safety or efficacy of famotidine in uncomplicated active benign gastric ulcer for periods of more than 8 weeks short term treatment of active benign gastric ulcerfamotidine is indicated for short term treatment of patients with symptoms of gerd see famotidine is also indicated for the short term treatment of esophagitis due to gerd including erosive or ulcerative disease diagnosed by endoscopy see short term treatment of gastroesophageal reflux disease gerdclinical pharmacology in adults clinical studiesclinical pharmacology in adults clinical studiestreatment of pathological hypersecretory conditions eg zollingerellison syndrome multiple endocrine adenomas see clinical pharmacology in adults clinical studies,3
11 healing of erosive or ulcerative gerd in adultsrabeprazole sodium delayedrelease tablets are indicated for shortterm 4 to 8 weeks treatment in the healing and symptomatic relief of erosive or ulcerative gastroesophageal reflux disease gerd for those patients who have not healed after 8 weeks of treatment an additional 8week course of rabeprazole sodium delayedrelease tablets may be considered12 maintenance of healing of erosive or ulcerative gerd in adultsrabeprazole sodium delayedrelease tablets are indicated for maintaining healing and reduction in relapse rates of heartburn symptoms in patients with erosive or ulcerative gastroesophageal reflux disease gerd maintenance controlled studies do not extend beyond 12 months13 treatment of symptomatic gerd in adultsrabeprazole sodium delayedrelease tablets are indicated for the treatment of daytime and nighttime heartburn and other symptoms associated with gerd in adults for up to 4 weeks14 healing of duodenal ulcers in adultsrabeprazole sodium delayedrelease tablets are indicated for shortterm up to four weeks treatment in the healing and symptomatic relief of duodenal ulcers most patients heal within four weeks15 helicobacter pylori eradication to reduce the risk of duodenal ulcer recurrence in adultsrabeprazole sodium delayedrelease tablets in combination with amoxicillin and clarithromycin as a three drug regimen are indicated for the treatment of patients with h pylori infection and duodenal ulcer disease active or history within the past 5 years to eradicate h pylori eradication of h pylori has been shown to reduce the risk of duodenal ulcer recurrence see clinical studies 145 and dosage and administration 25in patients who fail therapy susceptibility testing should be done if resistance to clarithromycin is demonstrated or susceptibility testing is not possible alternative antimicrobial therapy should be instituted see clinical pharmacology 122 and the clarithromycin package insert clinical pharmacology 12216 treatment of pathological hypersecretory conditions including zollingerellison syndrome in adultsrabeprazole sodium delayedrelease tablets are indicated for the longterm treatment of pathological hypersecretory conditions including zollingerellison syndrome17 shortterm treatment of symptomatic gerd in adolescent patients 12 years of age and olderrabeprazole sodium delayedrelease tablets are indicated for the treatment of symptomatic gerd in adolescents 12 years of age and above for up to 8 weeks,3
